work,book_n,line_n,word_n,word,lemma,sedes,metrical_shape,line_text,x,z,caesura_word_n,word_position,enclitic,breaks_hb_schein,dices_speaker,dices_is_speech
Argon.,3,1135,5,ἐς,εἰς,8.0,⏑,ὄφρα κακὸν Πελίῃ ἱερὴν ἐς Ἰωλκὸν ἵκοιτο,207,-0.932306705769117,6,Prepositive,Non-enclitic,No,narrator,No
Argon.,3,1135,6,ἰωλκὸν,ἰωλκός,8.5,⏑–⏑,ὄφρα κακὸν Πελίῃ ἱερὴν ἐς Ἰωλκὸν ἵκοιτο,2,-0.866025403784438,6,Neither,Non-enclitic,No,narrator,No
Argon.,3,1144,5,τὰ,ὁ,8.0,⏑,"δύῃ ὑποφθάμενον, καί τις τὰ ἕκαστα νοήσῃ",246,-1.12123148630792,6,Neither,Non-enclitic,No,Jason,Yes
Argon.,3,1144,6,ἕκαστα,ἕκαστος,8.5,⏑–⏑,"δύῃ ὑποφθάμενον, καί τις τὰ ἕκαστα νοήσῃ",6,-1.97562592118663,6,Neither,Non-enclitic,No,Jason,Yes
Argon.,3,1177,4,ἐς,εἰς,8.0,⏑,κρείων Αἰήτης χαλεποὺς ἐς ἄεθλον ὀδόντας,207,-0.932306705769117,5,Prepositive,Non-enclitic,No,narrator,No
Argon.,3,1177,5,ἄεθλον,ἆθλον,8.5,⏑–⏑,κρείων Αἰήτης χαλεποὺς ἐς ἄεθλον ὀδόντας,1,-2.59324186805086,5,Neither,Non-enclitic,No,narrator,No
Argon.,3,1214,4,δέ,δέ,8.0,⏑,ἱροῖς Αἰσονίδαο· πέριξ δέ μιν ἐστεφάνωντο,2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,narrator,No
Argon.,3,1214,5,μιν,μιν,8.5,⏑,ἱροῖς Αἰσονίδαο· πέριξ δέ μιν ἐστεφάνωντο,142,-0.0240751772509292,5,Neither,Enclitic,No,narrator,No
Argon.,3,1232,6,κέ,ἄν,8.0,⏑,"δεινόν, ἀμαιμάκετον· τὸ μὲν οὔ κέ τις ἄλλος ὑπέστη",22,-1.65598509672149,7,Neither,Enclitic,No,narrator,No
Argon.,3,1232,7,τις,τις,8.5,⏑,"δεινόν, ἀμαιμάκετον· τὸ μὲν οὔ κέ τις ἄλλος ὑπέστη",68,-1.76194391822961,7,Neither,Enclitic,No,narrator,No
Argon.,3,1250,5,γέ,γε,8.0,⏑,"κεῖνο δόρυ γνάμψαι τυτθόν γέ περ, ἀλλὰ μάλ’ αὔτως",59,-0.990039675385608,6,Postpositive,Enclitic,No,narrator,No
Argon.,3,1250,6,περ,περ,8.5,⏑,"κεῖνο δόρυ γνάμψαι τυτθόν γέ περ, ἀλλὰ μάλ’ αὔτως",49,-0.939507597074061,6,Postpositive,Enclitic,No,narrator,No
Argon.,3,1305,6,δέ,δέ,8.0,⏑,βάλλον ἅ τε στεροπή· κούρης δέ ἑ φάρμακ’ ἔρυτο.,2257,-0.0621282684684072,7,Postpositive,Non-enclitic,No,narrator,No
Argon.,3,1305,7,ἑ,ἕ,8.5,⏑,βάλλον ἅ τε στεροπή· κούρης δέ ἑ φάρμακ’ ἔρυτο.,52,1.12193085821598,7,Neither,Enclitic,No,narrator,No
Argon.,3,1341,4,καλέουσι,καλέω,6.0,⏑⏑–⏑,"λείπεται ἐξ ἠοῦς, καλέουσι δὲ κεκμηῶτες",35,-0.857598181983965,5,Neither,Non-enclitic,No,narrator,No
Argon.,3,1341,5,δὲ,δέ,8.5,⏑,"λείπεται ἐξ ἠοῦς, καλέουσι δὲ κεκμηῶτες",531,-1.58769166408075,5,Postpositive,Non-enclitic,No,narrator,No
Argon.,3,1356,4,κορύθεσσί,κόρυς,6.0,⏑⏑–⏑,δούρασί τ’ ἀμφιγύοις κορύθεσσί τε λαμπομένῃσιν,23,1.11074462372216,5,Neither,Non-enclitic,No,narrator,No
Argon.,3,1356,5,τε,τε,8.5,⏑,δούρασί τ’ ἀμφιγύοις κορύθεσσί τε λαμπομένῃσιν,291,-1.06521405677925,5,Postpositive,Enclitic,No,narrator,No
Argon.,4,23,4,δέ,δέ,8.0,⏑,ὦρσεν ἀτυζομένην· πτερόεις δέ οἱ ἐν φρεσὶ θυμὸς,2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,23,5,οἱ,ὁ,8.5,⏑,ὦρσεν ἀτυζομένην· πτερόεις δέ οἱ ἐν φρεσὶ θυμὸς,261,-1.11112208372476,5,Neither,Enclitic,No,narrator,No
Argon.,4,74,6,καὶ,καί,8.0,⏑,"θάμβεον, εὖτ’ ἐνόησαν ὃ δὴ καὶ ἐτήτυμον ἦεν.",1333,-0.757943414024979,7,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,74,7,ἐτήτυμον,ἐτήτυμος,8.5,⏑–⏑⏑,"θάμβεον, εὖτ’ ἐνόησαν ὃ δὴ καὶ ἐτήτυμον ἦεν.",4,-2.28156328793537,7,Neither,Non-enclitic,No,narrator,No
Argon.,4,91,4,καὶ,καί,8.0,⏑,χήτει κηδεμόνων ὀνοτὴν καὶ ἀεικέα θείης.’,1333,-0.757943414024979,5,Prepositive,Non-enclitic,No,Medea,Yes
Argon.,4,91,5,ἀεικέα,ἀεικής,8.5,⏑–⏑⏑,χήτει κηδεμόνων ὀνοτὴν καὶ ἀεικέα θείης.’,15,-0.97252431269039,5,Neither,Non-enclitic,No,Medea,Yes
Argon.,4,151,3,μήκυνε,μηκύνω,6.0,––⏑,"γηγενέος σπείρης, μήκυνε δὲ μυρία κύκλα,",5,1.30639452948436,4,Neither,Non-enclitic,No,narrator,No
Argon.,4,151,4,δὲ,δέ,8.5,⏑,"γηγενέος σπείρης, μήκυνε δὲ μυρία κύκλα,",531,-1.58769166408075,4,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,158,6,ἀμφί,ἀμφί,7.0,–⏑,ῥαῖνε κατ’ ὀφθαλμῶν· περί τ’ ἀμφί τε νήριτος ὀδμὴ,26,-2.37016045898654,7,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,158,7,τε,τε,8.5,⏑,ῥαῖνε κατ’ ὀφθαλμῶν· περί τ’ ἀμφί τε νήριτος ὀδμὴ,291,-1.06521405677925,7,Postpositive,Enclitic,No,narrator,No
Argon.,4,225,4,υπεκπρὸ,υπεκπρὸ,6.5,⏑–⏑,γέντο χεροῖν Ἄψυρτος. υπεκπρὸ δὲ πόντον ἔταμνεν,1,,5,Neither,Non-enclitic,No,narrator,No
Argon.,4,225,5,δὲ,δέ,8.5,⏑,γέντο χεροῖν Ἄψυρτος. υπεκπρὸ δὲ πόντον ἔταμνεν,531,-1.58769166408075,5,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,247,5,τὰ,ὁ,8.0,⏑,"ἠνώγει Ἑκάτην. καὶ δὴ τὰ μέν, ὅσσα θυηλὴν",246,-1.12123148630792,6,Neither,Non-enclitic,No,narrator,No
Argon.,4,247,6,μέν,μέν,8.5,⏑,"ἠνώγει Ἑκάτην. καὶ δὴ τὰ μέν, ὅσσα θυηλὴν",69,-1.6018969384507,6,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,270,4,δέ,δέ,8.0,⏑,ἄρδεται Ἠερίη· Διόθεν δέ μιν οὔποτε δεύει,2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,Argus (son of Phrixus),Yes
Argon.,4,270,5,μιν,μιν,8.5,⏑,ἄρδεται Ἠερίη· Διόθεν δέ μιν οὔποτε δεύει,142,-0.0240751772509292,5,Neither,Enclitic,No,Argus (son of Phrixus),Yes
Argon.,4,296,4,ἐπιπρὸ,ἐπιπρό,6.5,⏑–⏑,στέλλεσθαι τήνδ’ οἶμον. ἐπιπρὸ γὰρ ὁλκὸς ἐτύχθη,3,-1.63299316185545,5,Neither,Non-enclitic,No,narrator,No
Argon.,4,296,5,γὰρ,γάρ,8.5,⏑,στέλλεσθαι τήνδ’ οἶμον. ἐπιπρὸ γὰρ ὁλκὸς ἐτύχθη,34,-1.76945202426877,5,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,297,4,καὶ,καί,8.0,⏑,"οὐρανίης ἀκτῖνος, ὅπῃ καὶ ἀμεύσιμον ἦεν.",1333,-0.757943414024979,5,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,297,5,ἀμεύσιμον,ἀμεύσιμος,8.5,⏑–⏑⏑,"οὐρανίης ἀκτῖνος, ὅπῃ καὶ ἀμεύσιμον ἦεν.",1,,5,Neither,Non-enclitic,No,narrator,No
Argon.,4,323,6,καὶ,καί,8.0,⏑,"αὐτὰρ ἐπεί τ’ Ἄγγουρον ὄρος, καὶ ἄπωθεν ἐόντα",1333,-0.757943414024979,7,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,323,7,ἄπωθεν,ἄπωθεν,8.5,⏑–⏑,"αὐτὰρ ἐπεί τ’ Ἄγγουρον ὄρος, καὶ ἄπωθεν ἐόντα",2,-1.95959179422654,7,Neither,Non-enclitic,No,narrator,No
Argon.,4,372,5,δέ,δέ,8.0,⏑,ἀλλ’ αὔτως εἴρυσο· δίκη δέ τοι ἔμπεδος ἔστω,2257,-0.0621282684684072,6,Postpositive,Non-enclitic,No,Medea,Yes
Argon.,4,372,6,τοι,σύ,8.5,⏑,ἀλλ’ αὔτως εἴρυσο· δίκη δέ τοι ἔμπεδος ἔστω,158,-1.23790631704631,6,Neither,Enclitic,No,Medea,Yes
Argon.,4,383,3,μνήσαιο,μιμνήσκω,6.0,––⏑,"ᾗ ἐπικυδιάεις. μνήσαιο δέ καί ποτ’ ἐμεῖο,",61,0.44510030764266,4,Neither,Non-enclitic,No,Medea,Yes
Argon.,4,383,4,δέ,δέ,8.5,⏑,"ᾗ ἐπικυδιάεις. μνήσαιο δέ καί ποτ’ ἐμεῖο,",531,-1.58769166408075,4,Postpositive,Non-enclitic,No,Medea,Yes
Argon.,4,384,4,δέ,δέ,8.0,⏑,στρευγόμενος καμάτοισι· δέρος δέ τοι ἶσον ὀνείροις,2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,Medea,Yes
Argon.,4,384,5,τοι,σύ,8.5,⏑,στρευγόμενος καμάτοισι· δέρος δέ τοι ἶσον ὀνείροις,158,-1.23790631704631,5,Neither,Enclitic,No,Medea,Yes
Argon.,4,390,4,ἕκητί,ἕκητι,6.5,⏑–⏑,δὴν ἔσσεσθ’ εὔκηλοι ἕκητί γε συνθεσιάων.’,1,-2.35565976914683,5,Neither,Non-enclitic,No,Medea,Yes
Argon.,4,390,5,γε,γε,8.5,⏑,δὴν ἔσσεσθ’ εὔκηλοι ἕκητί γε συνθεσιάων.’,56,-1.01459679527115,5,Postpositive,Enclitic,No,Medea,Yes
Argon.,4,443,6,καὶ,καί,8.0,⏑,"αἰθέρι καὶ πνοιῇσι, τά κεν καὶ ἄπωθεν ἐόντα",1333,-0.757943414024979,7,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,443,7,ἄπωθεν,ἄπωθεν,8.5,⏑–⏑,"αἰθέρι καὶ πνοιῇσι, τά κεν καὶ ἄπωθεν ἐόντα",2,-1.95959179422654,7,Neither,Non-enclitic,No,narrator,No
Argon.,4,517,4,κάδμοιό,κάδμος,6.0,––⏑,"τύμβος ἵν’ Ἁρμονίης Κάδμοιό τε, πύργον ἔδειμαν,",1,-2.07432231474431,5,Neither,Non-enclitic,No,narrator,No
Argon.,4,517,5,τε,τε,8.5,⏑,"τύμβος ἵν’ Ἁρμονίης Κάδμοιό τε, πύργον ἔδειμαν,",291,-1.06521405677925,5,Postpositive,Enclitic,No,narrator,No
Argon.,4,573,4,ὕπερθε,ὕπερθεν,6.5,⏑–⏑,"αἰπεινήν τε Κερωσσόν, ὕπερθε δὲ πολλὸν ἐοῦσαν",7,-1.77271481483256,5,Neither,Non-enclitic,No,narrator,No
Argon.,4,573,5,δὲ,δέ,8.5,⏑,"αἰπεινήν τε Κερωσσόν, ὕπερθε δὲ πολλὸν ἐοῦσαν",531,-1.58769166408075,5,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,630,7,καὶ,καί,8.0,⏑,"ἐκ μυχάτης, ἵνα τ’ εἰσὶ πύλαι καὶ ἐδέθλια Νυκτός,",1333,-0.757943414024979,8,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,630,8,ἐδέθλια,ἐδέθλιον,8.5,⏑–⏑⏑,"ἐκ μυχάτης, ἵνα τ’ εἰσὶ πύλαι καὶ ἐδέθλια Νυκτός,",4,-1.3228756555323,8,Neither,Non-enclitic,No,narrator,No
Argon.,4,633,6,καὶ,καί,8.0,⏑,τῇ δ’ ἐπὶ Σαρδόνιον πέλαγος καὶ ἀπείρονα κόλπον,1333,-0.757943414024979,7,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,633,7,ἀπείρονα,ἀπείρων,8.5,⏑–⏑⏑,τῇ δ’ ἐπὶ Σαρδόνιον πέλαγος καὶ ἀπείρονα κόλπον,16,0.485352607028977,7,Neither,Non-enclitic,No,narrator,No
Argon.,4,712,5,μείλικτρά,μείλικτρα,6.0,––⏑,ἡ δ’ εἴσω πελάνους μείλικτρά τε νηφαλίῃσιν,1,,6,Neither,Non-enclitic,No,narrator,No
Argon.,4,712,6,τε,τε,8.5,⏑,ἡ δ’ εἴσω πελάνους μείλικτρά τε νηφαλίῃσιν,291,-1.06521405677925,6,Postpositive,Enclitic,No,narrator,No
Argon.,4,748,5,καὶ,καί,8.0,⏑,αἰνήσω βουλάς τε σέθεν καὶ ἀεικέα φύξιν.’,1333,-0.757943414024979,6,Prepositive,Non-enclitic,No,Circe,Yes
Argon.,4,748,6,ἀεικέα,ἀεικής,8.5,⏑–⏑⏑,αἰνήσω βουλάς τε σέθεν καὶ ἀεικέα φύξιν.’,15,-0.97252431269039,6,Neither,Non-enclitic,No,Circe,Yes
Argon.,4,764,4,καὶ,καί,8.0,⏑,"τάσγε παρεξελάσῃσιν. ἀτὰρ καὶ ἐς Αἴολον ἐλθεῖν,",1333,-0.757943414024979,5,Prepositive,Non-enclitic,No,Hera,Yes
Argon.,4,764,5,ἐς,εἰς,8.5,⏑,"τάσγε παρεξελάσῃσιν. ἀτὰρ καὶ ἐς Αἴολον ἐλθεῖν,",3,-1.89324414665712,5,Prepositive,Non-enclitic,No,Hera,Yes
Argon.,4,768,4,γε,γε,8.0,⏑,"τρηχύνοι πέλαγος· Ζεφύρου γε μὲν οὖρος ἀήτω,",59,-0.990039675385608,5,Postpositive,Enclitic,No,Hera,Yes
Argon.,4,768,5,μὲν,μέν,8.5,⏑,"τρηχύνοι πέλαγος· Ζεφύρου γε μὲν οὖρος ἀήτω,",69,-1.6018969384507,5,Postpositive,Non-enclitic,No,Hera,Yes
Argon.,4,773,5,καὶ,καί,8.0,⏑,"πρώτην δ’ εἰσαφίκανε Θέτιν, καὶ ἐπέφραδε μῦθον",1333,-0.757943414024979,6,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,773,6,ἐπέφραδε,φράζω,8.5,⏑–⏑⏑,"πρώτην δ’ εἰσαφίκανε Θέτιν, καὶ ἐπέφραδε μῦθον",2,-1.30909949337833,6,Neither,Non-enclitic,No,narrator,No
Argon.,4,774,4,τέ,τε,8.0,⏑,"Ἥρης ἐννεσίῃς, ὦρσέν τέ μιν εἰς ἓ νέεσθαι.",324,-0.990535138544289,5,Postpositive,Enclitic,No,narrator,No
Argon.,4,774,5,μιν,μιν,8.5,⏑,"Ἥρης ἐννεσίῃς, ὦρσέν τέ μιν εἰς ἓ νέεσθαι.",142,-0.0240751772509292,5,Neither,Enclitic,No,narrator,No
Argon.,4,782,6,παρεῖσέ,παρίζω,6.5,⏑–⏑,"ἡ δέ μιν ἆσσον ἑοῖο παρεῖσέ τε, φαῖνέ τε μῦθον·",1,,7,Neither,Non-enclitic,No,narrator,No
Argon.,4,782,7,τε,τε,8.5,⏑,"ἡ δέ μιν ἆσσον ἑοῖο παρεῖσέ τε, φαῖνέ τε μῦθον·",291,-1.06521405677925,7,Postpositive,Enclitic,No,narrator,No
Argon.,4,853,5,ῥά,ἄρα,8.0,⏑,Αἰακίδεω Πηλῆος· ὁ γάρ ῥά οἱ ἦεν ἀκοίτης·,97,-1.43138893201555,6,Neither,Enclitic,No,narrator,No
Argon.,4,853,6,οἱ,ὁ,8.5,⏑,Αἰακίδεω Πηλῆος· ὁ γάρ ῥά οἱ ἦεν ἀκοίτης·,261,-1.11112208372476,6,Neither,Enclitic,No,narrator,No
Argon.,4,878,7,καὶ,καί,8.0,⏑,"βῆ ῥ’ ἴμεν ἐκ μεγάροιο θοῶς, καὶ ἐσήλατο πόντον",1333,-0.757943414024979,8,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,878,8,ἐσήλατο,εἰσάλλομαι,8.5,⏑–⏑⏑,"βῆ ῥ’ ἴμεν ἐκ μεγάροιο θοῶς, καὶ ἐσήλατο πόντον",1,-0.816496580927726,8,Neither,Non-enclitic,No,narrator,No
Argon.,4,882,6,καὶ,καί,8.0,⏑,οἱ δ’ ἄρα μεσσηγὺς λῆξαν καὶ ἔπαυσαν ἀέθλους,1333,-0.757943414024979,7,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,882,7,ἔπαυσαν,παύω,8.5,⏑–⏑,οἱ δ’ ἄρα μεσσηγὺς λῆξαν καὶ ἔπαυσαν ἀέθλους,1,-1.38790385179846,7,Neither,Non-enclitic,No,narrator,No
Argon.,4,898,5,ἄλλο,ἄλλος,7.0,–⏑,"ἄμμιγα μελπόμεναι· τότε δ’ ἄλλο μὲν οἰωνοῖσιν,",108,-1.33546650224503,6,Neither,Non-enclitic,No,narrator,No
Argon.,4,898,6,μὲν,μέν,8.5,⏑,"ἄμμιγα μελπόμεναι· τότε δ’ ἄλλο μὲν οἰωνοῖσιν,",69,-1.6018969384507,6,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,936,3,ναύτῃσι,ναύτης,6.0,––⏑,"ἄλλοτε παρβολάδην, ναύτῃσι δὲ χάρμα τέτυκται·",2,-1.43518849153575,4,Neither,Non-enclitic,No,narrator,No
Argon.,4,936,4,δὲ,δέ,8.5,⏑,"ἄλλοτε παρβολάδην, ναύτῃσι δὲ χάρμα τέτυκται·",531,-1.58769166408075,4,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,951,6,καὶ,καί,8.0,⏑,ἄλλη ὑπ’ ἐξ ἄλλης δέχεται καὶ ἐς ἠέρα πέμπει,1333,-0.757943414024979,7,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,951,7,ἐς,εἰς,8.5,⏑,ἄλλη ὑπ’ ἐξ ἄλλης δέχεται καὶ ἐς ἠέρα πέμπει,3,-1.89324414665712,7,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,1009,3,λελίητο,λελίητο,6.0,⏑⏑–⏑,κρείων Ἀλκίνοος. λελίητο γὰρ ἀμφοτέροισιν,1,,4,Neither,Non-enclitic,No,narrator,No
Argon.,4,1009,4,γὰρ,γάρ,8.5,⏑,κρείων Ἀλκίνοος. λελίητο γὰρ ἀμφοτέροισιν,34,-1.76945202426877,4,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,1022,4,δέ,δέ,8.0,⏑,κεῖθεν ἀφωρμήθην· στυγερὸν δέ με τάρβος ἔπεισεν,2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,Medea,Yes
Argon.,4,1022,5,με,ἐγώ,8.5,⏑,κεῖθεν ἀφωρμήθην· στυγερὸν δέ με τάρβος ἔπεισεν,143,-1.05882467651908,5,Neither,Enclitic,No,Medea,Yes
Argon.,4,1060,6,μίνυνθά,μίνυνθα,6.5,⏑–⏑,"γαῖαν ὁμῶς· τὴν δ’ οὔτι μίνυνθά περ εὔνασεν ὕπνος,",12,0.57647945380833,7,Neither,Non-enclitic,No,narrator,No
Argon.,4,1060,7,περ,περ,8.5,⏑,"γαῖαν ὁμῶς· τὴν δ’ οὔτι μίνυνθά περ εὔνασεν ὕπνος,",49,-0.939507597074061,7,Postpositive,Enclitic,No,narrator,No
Argon.,4,1092,4,γε,γε,8.0,⏑,"πατρὸς ἀτασθαλίῃσι· νέον γε μέν, οὐδ’ ἀποτηλοῦ,",59,-0.990039675385608,5,Postpositive,Enclitic,No,Arete,Yes
Argon.,4,1092,5,μέν,μέν,8.5,⏑,"πατρὸς ἀτασθαλίῃσι· νέον γε μέν, οὐδ’ ἀποτηλοῦ,",69,-1.6018969384507,5,Postpositive,Non-enclitic,No,Arete,Yes
Argon.,4,1094,4,στονόεντι,στονόεις,6.0,⏑⏑–⏑,πῆξε θυγατρὸς ἑῆς· στονόεντι δὲ κάρφεται οἴτῳ,3,-2.93589678498357,5,Neither,Non-enclitic,No,Arete,Yes
Argon.,4,1094,5,δὲ,δέ,8.5,⏑,πῆξε θυγατρὸς ἑῆς· στονόεντι δὲ κάρφεται οἴτῳ,531,-1.58769166408075,5,Postpositive,Non-enclitic,No,Arete,Yes
Argon.,4,1126,3,γήθησε,γηθέω,6.0,––⏑,πέφραδεν ἀγγελίην· γήθησε δὲ θυμὸς ἑκάστου,5,-1.5658811425718,4,Neither,Non-enclitic,No,narrator,No
Argon.,4,1126,4,δὲ,δέ,8.5,⏑,πέφραδεν ἀγγελίην· γήθησε δὲ θυμὸς ἑκάστου,531,-1.58769166408075,4,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,1185,5,ὁ,ὁ,8.0,⏑,Ἥρη ἐπιπροέηκεν. ἄγεν δ’ ὁ μὲν ἔκκριτον ἄλλων,246,-1.12123148630792,6,Neither,Non-enclitic,No,narrator,No
Argon.,4,1185,6,μὲν,μέν,8.5,⏑,Ἥρη ἐπιπροέηκεν. ἄγεν δ’ ὁ μὲν ἔκκριτον ἄλλων,69,-1.6018969384507,6,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,1199,6,καὶ,καί,8.0,⏑,"Ἥρη, σεῖο ἕκητι· σὺ γὰρ καὶ ἐπὶ φρεσὶ θῆκας",1333,-0.757943414024979,7,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,1199,7,ἐπὶ,ἐπί,8.5,⏑–,"Ἥρη, σεῖο ἕκητι· σὺ γὰρ καὶ ἐπὶ φρεσὶ θῆκας",22,-1.66231442789576,7,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,1230,5,σὺν,σύν,8.0,⏑,λαίφεσι καὶ στεινὰς αὐταῖς σὺν Ἐχινάσι νήσους,37,-1.29764059165371,6,Prepositive,Non-enclitic,No,narrator,No
Argon.,4,1230,6,ἐχινάσι,ἐχῖναι,8.5,⏑–⏑⏑,λαίφεσι καὶ στεινὰς αὐταῖς σὺν Ἐχινάσι νήσους,1,-1.4142135623731,6,Neither,Non-enclitic,No,narrator,No
Argon.,4,1302,3,ποταμοῖό,ποταμός,6.0,⏑⏑–⏑,ἑρσήεις βρέμεται ποταμοῖό τε καλὰ ῥέεθρα·,73,-0.648810332523845,4,Neither,Non-enclitic,No,narrator,No
Argon.,4,1302,4,τε,τε,8.5,⏑,ἑρσήεις βρέμεται ποταμοῖό τε καλὰ ῥέεθρα·,291,-1.06521405677925,4,Postpositive,Enclitic,No,narrator,No
Argon.,4,1316,4,δέ,δέ,8.0,⏑,δαίμονας αἰδεσθείς· αὐτὸν δέ μιν ἀμφαδὸν οἶον,2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,1316,5,μιν,μιν,8.5,⏑,δαίμονας αἰδεσθείς· αὐτὸν δέ μιν ἀμφαδὸν οἶον,142,-0.0240751772509292,5,Neither,Enclitic,No,narrator,No
Argon.,4,1325,6,δέ,δέ,8.0,⏑,ἄνστησον δ’ ἑτάρους. εὖτ’ ἂν δέ τοι Ἀμφιτρίτη,2257,-0.0621282684684072,7,Postpositive,Non-enclitic,No,Libyan goddesses,Yes
Argon.,4,1325,7,τοι,σύ,8.5,⏑,ἄνστησον δ’ ἑτάρους. εὖτ’ ἂν δέ τοι Ἀμφιτρίτη,158,-1.23790631704631,7,Neither,Enclitic,No,Libyan goddesses,Yes
Argon.,4,1336,4,δέ,δέ,8.0,⏑,δήωμεν κομιδῆς· πολέων δέ τε μῆτις ἀρείων.’,2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,Jason,Yes
Argon.,4,1336,5,τε,τε,8.5,⏑,δήωμεν κομιδῆς· πολέων δέ τε μῆτις ἀρείων.’,291,-1.06521405677925,5,Postpositive,Enclitic,No,Jason,Yes
Argon.,4,1342,7,νύ,νῦν,8.0,⏑,βουπελάται τε βοῶν· τοῖς δ’ οὔ νύ τι γῆρυς ἐτύχθη,72,-1.07413887651271,8,Neither,Non-enclitic,No,narrator,No
Argon.,4,1342,8,τι,τις,8.5,⏑,βουπελάται τε βοῶν· τοῖς δ’ οὔ νύ τι γῆρυς ἐτύχθη,68,-1.76194391822961,8,Neither,Enclitic,No,narrator,No
Argon.,4,1375,6,καὶ,καί,8.0,⏑,ἀλλά μιν ἀστεμφεῖ τε βίῃ καὶ ἀτειρέσιν ὤμοις,1333,-0.757943414024979,7,Prepositive,Non-enclitic,No,Peleus,Yes
Argon.,4,1375,7,ἀτειρέσιν,ἀτειρής,8.5,⏑–⏑⏑,ἀλλά μιν ἀστεμφεῖ τε βίῃ καὶ ἀτειρέσιν ὤμοις,8,-1.14166666666667,7,Neither,Non-enclitic,No,Peleus,Yes
Argon.,4,1387,6,γε,γε,8.0,⏑,ἤμαθ’ ὁμοῦ νύκτας τε. δύην γε μὲν ἢ καὶ ὀιζὺν,59,-0.990039675385608,7,Postpositive,Enclitic,No,narrator,No
Argon.,4,1387,7,μὲν,μέν,8.5,⏑,ἤμαθ’ ὁμοῦ νύκτας τε. δύην γε μὲν ἢ καὶ ὀιζὺν,69,-1.6018969384507,7,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,1424,4,γε,γε,8.0,⏑,ποίην πάμπρωτον· ποίης γε μὲν ὑψόθι μακροὶ,59,-0.990039675385608,5,Postpositive,Enclitic,No,narrator,No
Argon.,4,1424,5,μὲν,μέν,8.5,⏑,ποίην πάμπρωτον· ποίης γε μὲν ὑψόθι μακροὶ,69,-1.6018969384507,5,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,1442,3,παίφασσε,παιφάσσω,6.0,––⏑,"δίψῃ καρχαλέος· παίφασσε δὲ τόνδ’ ἀνὰ χῶρον,",1,-1.73205080756888,4,Neither,Non-enclitic,No,Aegle,Yes
Argon.,4,1442,4,δὲ,δέ,8.5,⏑,"δίψῃ καρχαλέος· παίφασσε δὲ τόνδ’ ἀνὰ χῶρον,",531,-1.58769166408075,4,Postpositive,Non-enclitic,No,Aegle,Yes
Argon.,4,1464,3,βορέαο,βορέας,6.0,⏑⏑–⏑,κινυμένης ἀμάθου. Βορέαο μὲν ὡρμήθησαν,9,-1.20712605476152,4,Neither,Non-enclitic,No,narrator,No
Argon.,4,1464,4,μὲν,μέν,8.5,⏑,κινυμένης ἀμάθου. Βορέαο μὲν ὡρμήθησαν,69,-1.6018969384507,4,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,1466,4,γε,γε,8.0,⏑,"Εὔφημος πίσυνος, Λυγκεύς γε μὲν ὀξέα τηλοῦ",59,-0.990039675385608,5,Postpositive,Enclitic,No,narrator,No
Argon.,4,1466,5,μὲν,μέν,8.5,⏑,"Εὔφημος πίσυνος, Λυγκεύς γε μὲν ὀξέα τηλοῦ",69,-1.6018969384507,5,Postpositive,Non-enclitic,No,narrator,No
Argon.,4,1494,4,γαράμαντά,γαράμαντά,6.0,⏑⏑–⏑,"τίκτεν, ὃν Ἀμφίθεμιν Γαράμαντά τε κικλήσκουσιν.",1,,5,Neither,Non-enclitic,No,narrator,No
